distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-8-3,3,KNN,DeepONMF_H3,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
16-8-3,3,KNN,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-8-3,3,KNN,DeepONMF_H3,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
16-8-3,3,KNN,DeepONMF_H3,4,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
16-8-3,3,KNN,DeepONMF_H3,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
16-8-3,3,KNN,DeepONMF_W,1,148,35,5,12,0.915,0.925,0.875,0.9673202614379085,0.9
16-8-3,3,KNN,DeepONMF_W,2,144,35,5,16,0.895,0.9,0.875,0.9664429530201343,0.8875
16-8-3,3,KNN,DeepONMF_W,3,151,35,5,9,0.93,0.94375,0.875,0.967948717948718,0.909375
16-8-3,3,KNN,DeepONMF_W,4,149,34,6,11,0.915,0.93125,0.85,0.9612903225806452,0.890625
16-8-3,3,KNN,DeepONMF_W,5,150,35,5,10,0.925,0.9375,0.875,0.967741935483871,0.90625
16-8-3,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-8-3,3,SVM,DeepONMF_H3,2,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
16-8-3,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
16-8-3,3,SVM,DeepONMF_H3,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
16-8-3,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-8-3,3,SVM,DeepONMF_W,1,143,39,1,17,0.91,0.89375,0.975,0.9930555555555556,0.934375
16-8-3,3,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
16-8-3,3,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
16-8-3,3,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
16-8-3,3,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
16-8-3,3,UjaNet,DeepONMF_H3,1,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-8-3,3,UjaNet,DeepONMF_H3,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-8-3,3,UjaNet,DeepONMF_H3,3,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
16-8-3,3,UjaNet,DeepONMF_H3,4,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-8-3,3,UjaNet,DeepONMF_H3,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-8-3,3,UjaNet,DeepONMF_W,1,157,31,9,3,0.94,0.98125,0.775,0.9457831325301205,0.878125
16-8-3,3,UjaNet,DeepONMF_W,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-8-3,3,UjaNet,DeepONMF_W,3,152,36,4,8,0.94,0.95,0.9,0.9743589743589743,0.925
16-8-3,3,UjaNet,DeepONMF_W,4,148,39,1,12,0.935,0.925,0.975,0.9932885906040269,0.95
16-8-3,3,UjaNet,DeepONMF_W,5,160,32,8,0,0.96,1.0,0.8,0.9523809523809523,0.9
