,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.5,94.5,4.0,0.0,1.0
MR,0.0,5.0,93.0,1.0,1.0
MS,0.0,1.5,2.0,93.5,3.0
MVP,4.5,3.0,3.0,3.0,86.5
