clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,146,14,3,0.915,0.925,0.9125,0.7254901960784313,0.91875,40
AS,30,148,12,10,0.89,0.75,0.925,0.7142857142857143,0.8375,40
MR,34,150,10,6,0.92,0.85,0.9375,0.7727272727272727,0.89375,40
MS,29,153,7,11,0.91,0.725,0.95625,0.8055555555555556,0.840625,40
MVP,19,152,8,21,0.855,0.475,0.95,0.7037037037037037,0.7124999999999999,40
PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7443524884701355,0.840625,200
