distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
17-7,2,KNN,DeepONMF_H2,1,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
17-7,2,KNN,DeepONMF_H2,2,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
17-7,2,KNN,DeepONMF_H2,3,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
17-7,2,KNN,DeepONMF_H2,4,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
17-7,2,KNN,DeepONMF_H2,5,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
17-7,2,KNN,DeepONMF_W,1,149,32,8,11,0.905,0.93125,0.8,0.9490445859872612,0.8656250000000001
17-7,2,KNN,DeepONMF_W,2,138,29,11,22,0.835,0.8625,0.725,0.9261744966442953,0.79375
17-7,2,KNN,DeepONMF_W,3,147,32,8,13,0.895,0.91875,0.8,0.9483870967741935,0.859375
17-7,2,KNN,DeepONMF_W,4,147,30,10,13,0.885,0.91875,0.75,0.9363057324840764,0.834375
17-7,2,KNN,DeepONMF_W,5,147,33,7,13,0.9,0.91875,0.825,0.9545454545454546,0.871875
17-7,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
17-7,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
17-7,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
17-7,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
17-7,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
17-7,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
17-7,2,SVM,DeepONMF_W,2,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
17-7,2,SVM,DeepONMF_W,3,152,37,3,8,0.945,0.95,0.925,0.9806451612903225,0.9375
17-7,2,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
17-7,2,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
17-7,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-7,2,UjaNet,DeepONMF_H2,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
17-7,2,UjaNet,DeepONMF_H2,3,160,38,2,0,0.99,1.0,0.95,0.9876543209876543,0.975
17-7,2,UjaNet,DeepONMF_H2,4,155,40,0,5,0.975,0.96875,1.0,1.0,0.984375
17-7,2,UjaNet,DeepONMF_H2,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
17-7,2,UjaNet,DeepONMF_W,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
17-7,2,UjaNet,DeepONMF_W,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
17-7,2,UjaNet,DeepONMF_W,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
17-7,2,UjaNet,DeepONMF_W,4,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
17-7,2,UjaNet,DeepONMF_W,5,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
