,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,1,3
real_AS,0,39,0,1,0
real_MR,0,4,34,2,0
real_MS,0,2,2,32,4
real_MVP,3,2,5,8,22
