,N,AS,MR,MS,MVP
N,98.5,0.0,0.5,0.0,1.0
AS,1.0,94.5,2.5,0.0,2.0
MR,1.0,4.0,91.0,1.0,3.0
MS,0.0,2.0,1.0,93.0,4.0
MVP,3.0,2.0,2.0,1.5,91.5
