distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
20-16-12-8-4,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8150000000000001,0.9537500000000001,0.8444926119540426,0.884375,200
20-16-12-8-4,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,155,755,45,45,0.9099999999999999,0.775,0.94375,0.7991708741708741,0.859375,200
20-16-12-8-4,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9550000000000001,0.8323182823182824,0.8875,200
20-16-12-8-4,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,166,766,34,34,0.9319999999999998,0.8300000000000001,0.9574999999999999,0.8416810570382,0.89375,200
20-16-12-8-4,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.8200000000000001,0.9550000000000001,0.8445450851724052,0.8875000000000002,200
20-16-12-8-4,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,141,741,59,59,0.882,0.705,0.9262499999999999,0.7154042448779291,0.815625,200
20-16-12-8-4,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,132,732,68,68,0.8639999999999999,0.6599999999999999,0.9149999999999998,0.6964285714285714,0.7875,200
20-16-12-8-4,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,124,724,76,76,0.8480000000000001,0.62,0.9049999999999999,0.6280555555555556,0.7625,200
20-16-12-8-4,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,127,727,73,73,0.8539999999999999,0.635,0.9087500000000001,0.6446018712201441,0.771875,200
20-16-12-8-4,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.7137808907096603,0.796875,200
20-16-12-8-4,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9131221719457013,0.9375,200
20-16-12-8-4,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8820070207570208,0.925,200
20-16-12-8-4,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637500000000001,0.8578697526404314,0.909375,200
20-16-12-8-4,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.9700000000000001,0.8808202388434946,0.925,200
20-16-12-8-4,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737499999999999,0.90142831204987,0.934375,200
20-16-12-8-4,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7550000000000001,0.93875,0.7636378583151174,0.846875,200
20-16-12-8-4,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.7400000000000001,0.9349999999999999,0.744042553771948,0.8375,200
20-16-12-8-4,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.750868730381353,0.840625,200
20-16-12-8-4,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.9362499999999999,0.7443405216337547,0.840625,200
20-16-12-8-4,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7518970189701897,0.840625,200
20-16-12-8-4,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.9850000000000001,0.9401692081987333,0.9625,200
20-16-12-8-4,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9724999999999999,0.8897668997668997,0.93125,200
20-16-12-8-4,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,182,782,18,18,0.9639999999999999,0.9099999999999999,0.9775,0.9105119806467687,0.94375,200
20-16-12-8-4,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9016749190048291,0.9375,200
20-16-12-8-4,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.900388047981116,0.9375,200
20-16-12-8-4,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8541946303390612,0.90625,200
20-16-12-8-4,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.865,0.9662499999999999,0.8825580499999106,0.915625,200
20-16-12-8-4,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9524999999999999,0.8190102838338132,0.88125,200
20-16-12-8-4,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.9650000000000001,0.8681357834243709,0.9125,200
20-16-12-8-4,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8484196421268925,0.9,200
