comparación,distancia
N-AS,0.1819499781463222
N-MR,0.5148437430713285
N-MS,0.4599195581240858
N-MVP,0.01761358438453109
AS-MR,0.33289376492500633
AS-MS,0.2779695799777636
AS-MVP,0.1643363937617911
MR-MS,0.054924184947242716
MR-MVP,0.49723015868679743
MS-MVP,0.4423059737395547
