comparación,distancia
N-AS,0.6661936504167572
N-MR,0.23439192982742707
N-MS,0.40361015690826796
N-MVP,0.37861596109420714
AS-MR,0.4318017205893301
AS-MS,0.2625834935084892
AS-MVP,0.28757768932255
MR-MS,0.1692182270808409
MR-MVP,0.14422403126678007
MS-MVP,0.024994195814060816
