,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,2,0,1,2
real_AS,0,34,2,3,1
real_MR,0,5,30,5,0
real_MS,2,6,0,32,0
real_MVP,1,2,5,1,31
