,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,39,0,0,1
real_MR,0,2,37,1,0
real_MS,0,0,0,38,2
real_MVP,1,1,2,2,34
